"%O2"/"%NO"/"%CO"/"BTZ (°C)"/"FCC (T/h)"/"AH (T/h)"/"AMP"/"CIM (t)"/"CG (T/h)"/"RPM"/"BET (°C)"/"% CO2"/"% C3S"/"% C3A"/"% C2S"/"% C4AF"/"% CaO(l)"/"Prediccion Cal"/"Calificacion real"/"Calificacion predicha"/"fecha_hora"
4.2525/1161.8/0.0505/1443.69/6.9468/154.116/233.13/0.03289334/0.007903584/2.79159998893738/579.5/13.59655/62.7/8.1/15.6/8.0/1.9/1.626/Regular/Regular/2010-10-12 04:26:00.000
4.0446/753.8/0.0594/1402.67/6.86639976501465/149.688/247.0/0.03286667/0.006564834/2.82080006599426/582.700012207031/10.38071/57.7/8.3/19.7/8.0/2.8/2.782/Baja/Baja/2010-10-12 12:27:00.000
4.3554/1367.0/0.041/1530.84/6.7596001625061/150.912/237.88/0.03450667/0.0076755010522902/2.82080006599426/591.6/13.37072/63.3/8.3/15.9/7.9/1.65/1.408/Regular/Regular/2010-10-12 16:17:00.000
3.9858/1347.6/0.0543/1521.67/6.828/149.526/224.77/0.06930667/0.01082667/2.87/587.1/14.04669/67.0/8.4/13.0/7.5/0.97/0.9/Alta/Alta/2010-10-12 20:08:00.000
3.90180003643036/1352.70001220703/0.0556000005453825/1525.45001220703/6.95220017433167/155.205001831055/231.5625/0.051966667175293/0.0117363757453859/2.86999988555908/584.900024414063/13.8490881919861/65.3/8.5/13.7/7.8/1.09/1.141/Regular/Regular/2010-10-13 01:30:00.000
4.0257/1282.6/0.0751/1489.82/6.7908/153.954/235.125/0.03474667/0.006792917/2.86999988555908/589.4/13.83917/64.2/8.7/15.0/7.9/1.1/0.923/Regular/Alta/2010-10-13 04:13:00.000
3.5448/821.2/0.139/1410.79/6.75239992141724/151.235992431641/246.4775/0.03456/0.011810751631856/2.86879992485046/585.9/13.89715/65.1/8.4/14.6/7.8/1.05/0.88/Regular/Alta/2010-10-13 08:19:00.000
4.3512/1291.8/0.0583/1590.27/6.7596/156.294/202.73/0.03458667/0.0088655008003115/2.72000002861023/591.4/13.44396/63.9/8.5/15.8/7.8/0.98/0.896/Alta/Alta/2010-10-13 12:01:00.000
4.9182/1342.6/0.024/1550.79/6.82679986953735/153.666/218.595/0.03425334/0.0/2.81760001182556/579.2/13.78271/64.7/8.2/15.1/8.2/0.74/0.848/Alta/Alta/2010-10-13 16:43:00.000
3.864/1303.4/0.0823/1562.34/6.9443998336792/154.638/204.1075/0.03386667/0.009566667/2.9216001033783/582.400024414063/13.97116/62.5/8.6/16.2/8.0/1.12/1.164/Regular/Regular/2010-10-13 20:26:00.000
3.3915/1369.6/0.082/1575.57/6.896399974823/157.572/197.9325/0.03582667/0.0122570004314184/2.91359996795654/584.599975585938/13.86053/62.2/8.6/16.3/7.9/0.99/1.053/Alta/Regular/2010-10-14 00:07:00.000
